L (um),Porosity,Vol Frac Cond,C-rate (1/h),Vol Frac AM,AM Loading (g),Specific Current (mA/g),Current Density (mA/cm2),AM Areal Loading (mg/cm2),Cond Loading (g),Tortuosity (Bruggeman),Theta_Beta,Capacity (mAh/g),Electrode Areal Energy Density (Wh/cm2),Electrode Volumetric Energy Density (Wh/cm3),Electrode Volumetric Power Density (W/cm3),Utilization,Electrode Areal Power Density (W/cm2)
500.0,0.634375,0.051,0.1,0.314625,0.0627727,36.2,1.79383,49.5534,0.00731977,1.25553,0.9613879999999999,257.76,0.032671,0.653421,0.091766,0.9601930000000001,0.0045883
500.0,0.634375,0.055,0.1,0.310625,0.061974699999999994,36.2,1.7710299999999999,48.9234,0.00789387,1.25553,0.970341,256.505,0.03346969999999999,0.6693939999999999,0.09294889999999999,0.9594030000000001,0.004647444999999999
500.0,0.634375,0.06,0.1,0.305625,0.06097709999999999,36.2,1.74252,48.1359,0.00861149,1.25553,0.970341,260.70099999999996,0.032930900000000006,0.658619,0.0914527,0.9594030000000001,0.004572634999999999
500.0,0.634375,0.07,0.1,0.295625,0.0589819,36.2,1.6855099999999998,46.5609,0.010046700000000002,1.25553,0.970555,260.865,0.0319247,0.638493,0.0886028,0.9595290000000001,0.00443014
500.0,0.634375,0.08,0.1,0.285625,0.056986800000000004,36.2,1.62849,44.9859,0.011482,1.25553,0.9704149999999999,260.81,0.030863099999999997,0.617263,0.0856745,0.959601,0.0042837249999999995
500.0,0.634375,0.09,0.1,0.275625,0.054991599999999995,36.2,1.57148,43.4109,0.0129172,1.25553,0.97045,260.825,0.0297993,0.595986,0.0827163,0.9596709999999999,0.004135815
500.0,0.634375,0.15,0.1,0.215625,0.0430207,36.2,1.22939,33.9609,0.0215287,1.25553,0.970994,260.998,0.0233702,0.467404,0.06482769999999999,0.9600270000000001,0.003241385
500.0,0.634375,0.2,0.1,0.165625,0.033044800000000006,36.2,0.944311,26.0859,0.028705,1.25553,0.971353,261.103,0.0179793,0.359587,0.0498537,0.960268,0.002492685
500.0,0.6875,0.03,0.1,0.2825,0.056363300000000005,36.2,1.61067,44.4937,0.00430575,1.20605,-2.69101e+30,19.2911,0.00198221,0.03964430000000001,0.0743921,,0.003719605
500.0,0.6875,0.04,0.1,0.2725,0.0543681,36.2,1.55366,42.9187,0.005741,1.20605,0.18372,98.9376,0.010298700000000001,0.205973,0.07397480000000001,0.315023,0.0036987400000000003
500.0,0.6875,0.045,0.1,0.2675,0.0533705,36.2,1.52515,42.1313,0.00645862,1.20605,0.18372,100.787,0.010109700000000001,0.202194,0.0726175,0.315023,0.0036308750000000004
500.0,0.6875,0.051,0.1,0.2615,0.052173500000000005,36.2,1.49094,41.1863,0.00731977,1.20605,0.966023,259.875,0.027415199999999997,0.548305,0.07637689999999998,0.9533870000000001,0.003818844999999999
500.0,0.6875,0.055,0.1,0.2575,0.0513754,36.2,1.46814,40.5562,0.00789387,1.20605,0.9711540000000001,255.951,0.027835200000000004,0.556705,0.0772071,0.9599209999999999,0.0038603549999999998
500.0,0.6875,0.06,0.1,0.2525,0.0503778,36.2,1.43963,39.7687,0.00861149,1.20605,0.9711540000000001,261.02,0.027294799999999998,0.545895,0.0757079,0.9599209999999999,0.0037853949999999996
500.0,0.6875,0.08,0.1,0.2325,0.0463875,36.2,1.3256,36.6187,0.011482,1.20605,0.9712959999999999,261.142,0.025200599999999997,0.504013,0.0698671,0.960126,0.0034933550000000005
500.0,0.6875,0.09,0.1,0.2225,0.0443923,36.2,1.2685799999999998,35.0437,0.0129172,1.20605,0.9712790000000001,261.131,0.0241268,0.48253500000000005,0.0668925,0.960175,0.003344625
500.0,0.6875,0.1,0.1,0.2125,0.042397199999999996,36.2,1.21157,33.4687,0.0143525,1.20605,0.971244,261.11400000000003,0.023050099999999997,0.461001,0.0639115,0.960234,0.003195575
500.0,0.6875,0.15,0.1,0.1625,0.0324214,36.2,0.926494,25.5938,0.0215287,1.20605,0.9715520000000001,261.224,0.0176547,0.353094,0.048931,0.960463,0.00244655
500.0,0.6875,0.2,0.1,0.1125,0.0224456,36.2,0.641419,17.7188,0.028705,1.20605,0.9718760000000001,261.33099999999996,0.012239100000000001,0.24478200000000003,0.0339073,0.9606299999999999,0.001695365
500.0,0.740625,0.03,0.1,0.229375,0.045764,36.2,1.30778,36.1266,0.00430575,1.1619899999999999,-1.02804e+33,20.6068,0.0017172,0.034344,0.060332000000000004,,0.0030166
500.0,0.740625,0.04,0.1,0.219375,0.043768800000000004,36.2,1.2507700000000002,34.5516,0.005741,1.1619899999999999,0.195879,102.756,0.0086678,0.17335599999999998,0.0596793,0.329073,0.002983965
500.0,0.740625,0.045,0.1,0.214375,0.042771300000000005,36.2,1.2222600000000001,33.7641,0.00645862,1.1619899999999999,0.195879,105.15299999999999,0.00847024,0.169405,0.058319100000000006,0.329073,0.0029159550000000005
500.0,0.740625,0.051,0.1,0.208375,0.0415742,36.2,1.18805,32.8191,0.00731977,1.1619899999999999,0.9662040000000001,260.061,0.021919,0.43838,0.06102130000000001,0.9541280000000001,0.0030510650000000004
500.0,0.740625,0.055,0.1,0.204375,0.040776099999999996,36.2,1.16524,32.1891,0.00789387,1.1619899999999999,0.971642,254.863,0.0221469,0.442938,0.0613744,0.9603219999999999,0.00306872
500.0,0.740625,0.06,0.1,0.199375,0.0397785,36.2,1.1367399999999999,31.4016,0.00861149,1.1619899999999999,0.971642,261.254,0.0216051,0.432101,0.05987290000000001,0.9603219999999999,0.0029936450000000005
500.0,0.740625,0.07,0.1,0.189375,0.0377834,36.2,1.07972,29.8266,0.010046700000000002,1.1619899999999999,0.971613,261.264,0.0205533,0.411067,0.0569558,0.96044,0.0028477900000000002
500.0,0.740625,0.08,0.1,0.179375,0.03578819999999999,36.2,1.02271,28.2516,0.011482,1.1619899999999999,0.971664,261.29400000000004,0.019482,0.38964099999999996,0.053980999999999994,0.9604959999999999,0.0026990499999999997
500.0,0.740625,0.09,0.1,0.169375,0.033793000000000004,36.2,0.965692,26.6766,0.0129172,1.1619899999999999,0.9717959999999999,261.35400000000004,0.0184065,0.36813,0.0509892,0.9605520000000001,0.00254946
500.0,0.740625,0.1,0.1,0.159375,0.031797900000000004,36.2,0.9086770000000001,25.1016,0.0143525,1.1619899999999999,0.9717110000000001,261.309,0.0173227,0.346455,0.047995300000000005,0.960569,0.0023997650000000003
500.0,0.740625,0.15,0.1,0.109375,0.021822099999999997,36.2,0.623602,17.2266,0.0215287,1.1619899999999999,0.971967,261.409,0.011904999999999999,0.23809899999999998,0.0329718,0.960758,0.0016485900000000001
500.0,0.740625,0.2,0.1,0.059375,0.011846299999999999,36.2,0.338527,9.351560000000001,0.028705,1.1619899999999999,0.972225,261.514,0.00647064,0.129413,0.0179139,0.9609209999999999,0.0008956950000000001
500.0,0.79375,0.03,0.1,0.17625,0.0351647,36.2,1.00489,27.7594,0.00430575,1.1224299999999998,-4.3111100000000003e+36,22.069000000000003,0.0014152999999999998,0.028305900000000002,0.0464305,,0.002321525
500.0,0.79375,0.04,0.1,0.16625,0.0331695,36.2,0.947874,26.1844,0.005741,1.1224299999999998,0.21178000000000002,108.009,0.00697119,0.139424,0.0453231,0.348501,0.0022661549999999997
500.0,0.79375,0.045,0.1,0.16125,0.032172000000000006,36.2,0.919367,25.3969,0.00645862,1.1224299999999998,0.21178000000000002,111.35799999999999,0.00676153,0.135231,0.04396,0.348501,0.002198
500.0,0.79375,0.051,0.1,0.15525,0.030974900000000003,36.2,0.885158,24.4519,0.00731977,1.1224299999999998,0.9666309999999999,260.23,0.016387799999999998,0.327756,0.045593,0.95511,0.0022796500000000003
500.0,0.79375,0.055,0.1,0.15125,0.030176799999999997,36.2,0.862352,23.8219,0.00789387,1.1224299999999998,0.9721799999999999,252.886,0.016427,0.32854099999999997,0.045474900000000006,0.9606520000000001,0.002273745
500.0,0.79375,0.06,0.1,0.14625,0.029179200000000002,36.2,0.833844,23.0344,0.00861149,1.1224299999999998,0.9721799999999999,261.531,0.015884,0.31768,0.0439716,0.9606520000000001,0.0021985800000000003
500.0,0.79375,0.07,0.1,0.13625,0.0271841,36.2,0.776829,21.4594,0.010046700000000002,1.1224299999999998,0.972074,261.5,0.014817799999999999,0.296356,0.041025,0.960764,0.00205125
500.0,0.79375,0.08,0.1,0.12625,0.0251889,36.2,0.7198140000000001,19.8844,0.011482,1.1224299999999998,0.9722709999999999,261.595,0.0137417,0.274834,0.038031800000000004,0.960822,0.00190159
500.0,0.79375,0.09,0.1,0.11625,0.0231937,36.2,0.662799,18.3094,0.0129172,1.1224299999999998,0.9720850000000001,261.508,0.0126544,0.25308800000000004,0.035034300000000004,0.960841,0.001751715
500.0,0.79375,0.1,0.1,0.10625,0.021198599999999998,36.2,0.605784,16.7344,0.0143525,1.1224299999999998,0.9721569999999999,261.527,0.0115696,0.23139200000000001,0.0320285,0.9608459999999999,0.001601425
500.0,0.79375,0.15,0.1,0.05625,0.0112228,36.2,0.320709,8.85938,0.0215287,1.1224299999999998,0.972239,261.559,0.00613165,0.12263299999999999,0.016972400000000002,0.961001,0.00084862
500.0,0.79375,0.2,0.1,0.00625,0.00124698,36.2,0.0356344,0.984375,0.028705,1.1224299999999998,0.9723959999999999,261.615,0.0006819269999999999,0.0136385,0.00188717,0.9611,9.43585e-05
500.0,0.846875,0.03,0.1,0.123125,0.0245654,36.2,0.701997,19.3922,0.00430575,1.08665,-1.7535300000000002e+45,24.1464,0.00108559,0.0217117,0.0325498,,0.0016274899999999999
500.0,0.846875,0.04,0.1,0.113125,0.0225703,36.2,0.6449819999999999,17.8172,0.005741,1.08665,0.239979,117.17,0.00523284,0.104657,0.030904700000000004,0.38292800000000005,0.0015452350000000003
500.0,0.846875,0.045,0.1,0.108125,0.0215727,36.2,0.616475,17.0297,0.00645862,1.08665,0.239979,122.588,0.00500156,0.100031,0.0295387,0.38292800000000005,0.0014769350000000002
500.0,0.846875,0.051,0.1,0.102125,0.020375599999999997,36.2,0.582266,16.0847,0.00731977,1.08665,0.967427,260.38599999999997,0.0108291,0.21658200000000002,0.0301099,0.956391,0.001505495
500.0,0.846875,0.055,0.1,0.098125,0.0195775,36.2,0.5594600000000001,15.4547,0.00789387,1.08665,0.9725209999999999,248.391,0.010676999999999999,0.21354,0.029535000000000002,0.9608909999999999,0.0014767500000000002
500.0,0.846875,0.06,0.1,0.093125,0.0185799,36.2,0.5309520000000001,14.6672,0.00861149,1.08665,0.9725209999999999,261.72700000000003,0.010133,0.20265899999999998,0.028030000000000003,0.9608909999999999,0.0014015
500.0,0.846875,0.07,0.1,0.083125,0.016584799999999997,36.2,0.473937,13.0922,0.010046700000000002,1.08665,0.9723370000000001,261.633,0.00905369,0.181074,0.0250535,0.9609479999999999,0.001252675
500.0,0.846875,0.08,0.1,0.073125,0.014589600000000001,36.2,0.416922,11.5172,0.011482,1.08665,0.9725030000000001,261.718,0.00797063,0.159413,0.0220492,0.961008,0.0011024600000000002
500.0,0.846875,0.09,0.1,0.063125,0.0125945,36.2,0.35990700000000003,9.94219,0.0129172,1.08665,0.972453,261.689,0.00688216,0.13764300000000002,0.019040400000000002,0.9610120000000001,0.00095202
500.0,0.846875,0.1,0.1,0.053125,0.010599299999999999,36.2,0.302892,8.367189999999999,0.0143525,1.08665,0.9724,261.66700000000003,0.00579313,0.11586300000000001,0.0160287,0.961053,0.0008014350000000001
500.0,0.846875,0.15,0.1,0.003125,0.0006234880000000001,36.2,0.0178172,0.492187,0.0215287,1.08665,0.9724959999999999,261.704,0.00034109,0.0068218,0.0009436080000000001,0.9611649999999999,4.7180400000000007e-05
500.0,0.9,0.03,0.1,0.07,0.0139661,36.2,0.39910500000000004,11.025,0.00430575,1.05409,-9.253890000000002e+69,28.4168,0.0007324710000000001,0.0146494,0.018661700000000003,,0.0009330850000000002
500.0,0.9,0.04,0.1,0.06,0.011970999999999999,36.2,0.34209,9.45,0.005741,1.05409,0.317361,139.751,0.00346142,0.0692285,0.016438,0.474892,0.0008219000000000001
500.0,0.9,0.045,0.1,0.055,0.0109734,36.2,0.313582,8.6625,0.00645862,1.05409,0.317361,152.455,0.00317297,0.0634594,0.015068100000000001,0.474892,0.0007534050000000001
500.0,0.9,0.051,0.1,0.049,0.00977629,36.2,0.279373,7.7175,0.00731977,1.05409,0.9693940000000001,260.774,0.00523953,0.10479100000000001,0.014546200000000002,0.958289,0.0007273100000000001
500.0,0.9,0.055,0.1,0.045,0.00897822,36.2,0.256567,7.0875,0.00789387,1.05409,0.9725799999999999,232.68900000000002,0.00490429,0.0980858,0.0135639,0.9610569999999999,0.000678195
500.0,0.9,0.06,0.1,0.04,0.00798064,36.2,0.22805999999999998,6.3,0.00861149,1.05409,0.9725799999999999,261.775,0.00435937,0.08718739999999998,0.0120568,0.9610569999999999,0.00060284
500.0,0.9,0.07,0.1,0.03,0.00598548,36.2,0.171045,4.725,0.010046700000000002,1.05409,0.972707,261.847,0.00327341,0.0654681,0.00905085,0.9611629999999999,0.00045254249999999996
500.0,0.9,0.08,0.1,0.02,0.00399032,36.2,0.11402999999999999,3.15,0.011482,1.05409,0.9725950000000001,261.796,0.00218282,0.0436563,0.00603655,0.961202,0.0003018275
500.0,0.9,0.09,0.1,0.01,0.00199516,36.2,0.057014999999999996,1.575,0.0129172,1.05409,0.972827,261.906,0.00109203,0.0218407,0.00301875,0.961234,0.0001509375
50.0,0.05,0.02,0.2,0.93,0.018555000000000002,72.4,1.0604799999999999,14.6475,0.00028705,4.4721400000000004,0.7511329999999999,227.32,0.00808659,1.61732,0.5151020000000001,0.786338,0.00257551
50.0,0.05,0.03,0.2,0.92,0.0183555,72.4,1.04908,14.49,0.000430575,4.4721400000000004,0.7527,228.342,0.0081794,1.63588,0.518683,0.795283,0.002593415
50.0,0.05,0.04,0.2,0.91,0.018156,72.4,1.03767,14.3325,0.0005741,4.4721400000000004,0.73542,226.305,0.00827455,1.6549099999999999,0.5265310000000001,0.795477,0.0026326550000000007
50.0,0.05,0.045,0.2,0.905,0.0180562,72.4,1.03197,14.2538,0.000645862,4.4721400000000004,0.73542,227.555,0.00822908,1.64582,0.523638,0.795477,0.0026181900000000003
50.0,0.05,0.051,0.2,0.899,0.0179365,72.4,1.0251299999999999,14.1593,0.000731977,4.4721400000000004,0.730137,227.358,0.00822912,1.64582,0.524092,0.795477,0.00262046
50.0,0.05,0.055,0.2,0.895,0.0178567,72.4,1.02057,14.0962,0.000789387,4.4721400000000004,0.7413930000000001,227.291,0.00824206,1.64841,0.5221399999999999,0.802304,0.0026106999999999997
50.0,0.05,0.06,0.2,0.89,0.017756900000000003,72.4,1.0148700000000002,14.0175,0.000861149,4.4721400000000004,0.7413930000000001,228.56799999999998,0.00819602,1.6392,0.519223,0.802304,0.002596115
50.0,0.05,0.07,0.2,0.88,0.0175574,72.4,1.00346,13.86,0.00100467,4.4721400000000004,0.752926,230.17700000000002,0.00816143,1.63229,0.513417,0.808833,0.002567085
50.0,0.05,0.08,0.2,0.87,0.017357900000000002,72.4,0.9920610000000001,13.7025,0.0011482,4.4721400000000004,0.764376,231.585,0.00811797,1.6235899999999999,0.507578,0.815329,0.0025378899999999997
50.0,0.05,0.09,0.2,0.86,0.0171584,72.4,0.980658,13.545,0.00129172,4.4721400000000004,0.7743180000000001,232.793,0.00806905,1.61381,0.5019020000000001,0.822468,0.0025095100000000004
50.0,0.05,0.1,0.2,0.85,0.016958900000000002,72.4,0.969255,13.3875,0.00143525,4.4721400000000004,0.785111,234.203,0.00802253,1.60451,0.49600500000000003,0.8295819999999999,0.0024800250000000003
50.0,0.05,0.15,0.2,0.8,0.0159613,72.4,0.9122399999999999,12.6,0.00215287,4.4721400000000004,0.8234899999999999,239.43599999999998,0.0077251,1.54502,0.46717700000000006,0.863759,0.0023358850000000002
50.0,0.103125,0.02,0.2,0.876875,0.0174951,72.4,0.999901,13.8108,0.00028705,3.114,0.840043,241.138,0.00833807,1.6676099999999998,0.500686,0.876842,0.0025034299999999996
50.0,0.103125,0.03,0.2,0.866875,0.017295500000000002,72.4,0.988498,13.6533,0.000430575,3.114,0.8195709999999999,236.516,0.00823831,1.64766,0.504364,,0.00252182
50.0,0.103125,0.04,0.2,0.856875,0.017096,72.4,0.977095,13.4958,0.0005741,3.114,0.8625950000000001,242.924,0.00854806,1.7096099999999999,0.50655,0.9052889999999999,0.00253275
50.0,0.103125,0.045,0.2,0.851875,0.0169963,72.4,0.9713930000000001,13.417,0.000645862,3.114,0.8625950000000001,244.34900000000002,0.00849818,1.69964,0.503594,0.9052889999999999,0.00251797
50.0,0.103125,0.051,0.2,0.845875,0.0168766,72.4,0.964551,13.3225,0.000731977,3.114,0.865001,244.93200000000002,0.00850759,1.7015200000000001,0.5029520000000001,0.907278,0.0025147600000000004
50.0,0.103125,0.055,0.2,0.841875,0.0167968,72.4,0.95999,13.2595,0.000789387,3.114,0.865972,243.673,0.00847767,1.69553,0.500781,0.9076049999999999,0.0025039050000000003
50.0,0.103125,0.06,0.2,0.836875,0.016697,72.4,0.9542889999999999,13.1808,0.000861149,3.114,0.865972,245.12900000000002,0.00842732,1.68546,0.49780699999999994,0.9076049999999999,0.0024890349999999997
50.0,0.103125,0.07,0.2,0.826875,0.0164975,72.4,0.9428860000000001,13.0233,0.00100467,3.114,0.865991,245.13099999999997,0.00832767,1.66553,0.49191599999999996,0.907684,0.00245958
50.0,0.103125,0.08,0.2,0.816875,0.016298,72.4,0.931483,12.8658,0.0011482,3.114,0.8659979999999999,245.13,0.00822773,1.64555,0.486015,0.907752,0.002430075
50.0,0.103125,0.09,0.2,0.806875,0.0160985,72.4,0.9200799999999999,12.7083,0.00129172,3.114,0.866009,245.13,0.00812776,1.62555,0.48011000000000004,0.907816,0.00240055
50.0,0.103125,0.1,0.2,0.796875,0.0158989,72.4,0.9086770000000001,12.5508,0.00143525,3.114,0.8660059999999999,245.127,0.00802817,1.60563,0.474232,0.907884,0.00237116
50.0,0.103125,0.15,0.2,0.746875,0.0149014,72.4,0.851662,11.7633,0.00215287,3.114,0.866036,245.125,0.00752764,1.50553,0.444669,0.908208,0.002223345
50.0,0.103125,0.2,0.2,0.696875,0.013903799999999997,72.4,0.794647,10.9758,0.0028705,3.114,0.867133,245.326,0.00703107,1.40621,0.414996,0.9085139999999999,0.00207498
50.0,0.15625,0.02,0.2,0.82375,0.0164351,72.4,0.9393219999999999,12.9741,0.00028705,2.52982,0.840023,241.456,0.00787084,1.57417,0.47200600000000004,0.878043,0.00236003
50.0,0.15625,0.03,0.2,0.81375,0.0162356,72.4,0.927919,12.8166,0.000430575,2.52982,0.85439,243.28400000000002,0.007942699999999999,1.58854,0.472738,0.8970450000000001,0.00236369
50.0,0.15625,0.04,0.2,0.80375,0.016036099999999998,72.4,0.916516,12.6591,0.0005741,2.52982,0.864086,243.13400000000001,0.00805352,1.6107,0.476646,0.906391,0.00238323
50.0,0.15625,0.045,0.2,0.79875,0.0159363,72.4,0.9108149999999999,12.5803,0.000645862,2.52982,0.864086,244.65599999999998,0.00800342,1.6006799999999999,0.473681,0.906391,0.002368405
50.0,0.15625,0.051,0.2,0.79275,0.0158166,72.4,0.9039729999999999,12.4858,0.000731977,2.52982,0.86854,245.602,0.00801748,1.6035,0.472684,0.909824,0.00236342
50.0,0.15625,0.055,0.2,0.78875,0.0157368,72.4,0.8994120000000001,12.4228,0.000789387,2.52982,0.869517,244.24,0.00798682,1.5973600000000001,0.47050200000000003,0.9100969999999999,0.0023525100000000004
50.0,0.15625,0.06,0.2,0.78375,0.0156371,72.4,0.89371,12.3441,0.000861149,2.52982,0.869517,245.798,0.00793619,1.58724,0.46751899999999996,0.9100969999999999,0.002337595
50.0,0.15625,0.07,0.2,0.77375,0.015437600000000001,72.4,0.882307,12.1866,0.00100467,2.52982,0.8694850000000001,245.793,0.00783541,1.56708,0.461592,0.91014,0.00230796
50.0,0.15625,0.08,0.2,0.76375,0.015238,72.4,0.8709040000000001,12.0291,0.0011482,2.52982,0.8694879999999999,245.793,0.00773452,1.5469,0.45564899999999997,0.9101670000000001,0.002278245
50.0,0.15625,0.09,0.2,0.75375,0.0150385,72.4,0.8595010000000001,11.8716,0.00129172,2.52982,0.869506,245.795,0.00763364,1.52673,0.4497,0.9101879999999999,0.0022485
50.0,0.15625,0.1,0.2,0.74375,0.014838999999999998,72.4,0.8480979999999999,11.7141,0.00143525,2.52982,0.8694930000000001,245.795,0.00753271,1.50654,0.443755,0.9102290000000001,0.002218775
50.0,0.15625,0.15,0.2,0.69375,0.013841399999999998,72.4,0.791083,10.9266,0.00215287,2.52982,0.86945,245.78799999999998,0.00702758,1.40552,0.41401099999999996,0.9103559999999999,0.002070055
50.0,0.15625,0.2,0.2,0.64375,0.012843799999999999,72.4,0.734068,10.1391,0.0028705,2.52982,0.869449,245.785,0.00652231,1.30446,0.384247,0.9104700000000001,0.001921235
50.0,0.209375,0.02,0.2,0.770625,0.0153752,72.4,0.8787440000000001,12.1373,0.00028705,2.1854299999999998,0.8396100000000001,241.51,0.00737532,1.47506,0.442193,0.878575,0.0022109649999999996
50.0,0.209375,0.03,0.2,0.760625,0.0151757,72.4,0.867341,11.9798,0.000430575,2.1854299999999998,0.8542040000000001,243.34,0.00743599,1.4872,0.44247600000000004,0.89738,0.0022123800000000003
50.0,0.209375,0.07,0.2,0.720625,0.0143776,72.4,0.821729,11.3498,0.00100467,2.1854299999999998,0.8704370000000001,246.00599999999997,0.00731113,1.46223,0.430334,0.910953,0.00215167
50.0,0.209375,0.08,0.2,0.710625,0.0141781,72.4,0.810326,11.1923,0.0011482,2.1854299999999998,0.870401,246.00099999999998,0.00721026,1.44205,0.42440500000000003,0.910983,0.002122025
50.0,0.209375,0.09,0.2,0.700625,0.0139786,72.4,0.7989229999999999,11.0348,0.00129172,2.1854299999999998,0.870402,246.0,0.00710856,1.42171,0.41841999999999996,0.91099,0.0020921
50.0,0.209375,0.1,0.2,0.690625,0.013779099999999999,72.4,0.78752,10.8773,0.00143525,2.1854299999999998,0.8704069999999999,246.002,0.00700775,1.40155,0.41248199999999996,0.91101,0.0020624099999999998
50.0,0.209375,0.15,0.2,0.640625,0.0127815,72.4,0.7305050000000001,10.0898,0.00215287,2.1854299999999998,0.870392,246.00099999999998,0.00650084,1.30017,0.382648,0.911091,0.00191324
50.0,0.209375,0.2,0.2,0.590625,0.0117839,72.4,0.6734899999999999,9.30234,0.0028705,2.1854299999999998,0.870398,245.99900000000002,0.00599447,1.19889,0.35284499999999996,0.9111379999999999,0.0017642249999999997
50.0,0.2625,0.02,0.2,0.7175,0.0143153,72.4,0.8181649999999999,11.3006,0.00028705,1.9518,0.828967,239.62,0.006828100000000001,1.36562,0.412613,,0.0020630649999999998
50.0,0.2625,0.03,0.2,0.7075,0.0141158,72.4,0.806762,11.1431,0.000430575,1.9518,0.8545440000000001,243.46,0.00692401,1.3848,0.41180900000000004,0.897596,0.0020590450000000002
50.0,0.2625,0.04,0.2,0.6975,0.0139162,72.4,0.795359,10.9856,0.0005741,1.9518,0.8655379999999999,243.265,0.0070106000000000005,1.40212,0.41430100000000003,0.907392,0.002071505
50.0,0.2625,0.045,0.2,0.6925,0.013816499999999999,72.4,0.789658,10.9069,0.000645862,1.9518,0.8655379999999999,245.02200000000002,0.00696035,1.3920700000000001,0.41133100000000006,0.907392,0.002056655
50.0,0.2625,0.051,0.2,0.6865,0.013696799999999999,72.4,0.782816,10.8124,0.000731977,1.9518,0.87111,246.15599999999998,0.00696832,1.3936600000000001,0.409904,0.9110870000000001,0.00204952
50.0,0.2625,0.055,0.2,0.6825,0.013616999999999999,72.4,0.778255,10.7494,0.000789387,1.9518,0.8709610000000001,244.338,0.00693148,1.3863,0.407763,0.9113399999999999,0.002038815
50.0,0.2625,0.06,0.2,0.6775,0.0135172,72.4,0.7725529999999999,10.6706,0.000861149,1.9518,0.8709610000000001,246.141,0.0068807,1.37614,0.404776,0.9113399999999999,0.00202388
50.0,0.2625,0.07,0.2,0.6675,0.013317700000000002,72.4,0.76115,10.5131,0.00100467,1.9518,0.870973,246.141,0.00677948,1.3559,0.398821,0.9113680000000001,0.001994105
50.0,0.2625,0.08,0.2,0.6575,0.013118200000000002,72.4,0.749747,10.3556,0.0011482,1.9518,0.870974,246.141,0.00667809,1.33562,0.392857,0.91138,0.001964285
50.0,0.2625,0.09,0.2,0.6475,0.012918700000000002,72.4,0.738344,10.1981,0.00129172,1.9518,0.870941,246.142,0.00657677,1.31535,0.386894,0.911431,0.00193447
50.0,0.2625,0.1,0.2,0.6375,0.0127191,72.4,0.726941,10.0406,0.00143525,1.9518,0.870977,246.141,0.00647523,1.29505,0.380923,0.911399,0.0019046150000000001
50.0,0.2625,0.15,0.2,0.5875,0.0117216,72.4,0.669926,9.25312,0.00215287,1.9518,0.87097,246.139,0.00596784,1.19357,0.351078,0.9114450000000001,0.00175539
50.0,0.2625,0.2,0.2,0.5375,0.010724,72.4,0.612911,8.46563,0.0028705,1.9518,0.870924,246.13299999999998,0.00546034,1.09207,0.32123,0.911501,0.0016061500000000002
50.0,0.315625,0.02,0.2,0.664375,0.0132553,72.4,0.757587,10.4639,0.00028705,1.77998,0.8395790000000001,241.623,0.00636822,1.2736399999999999,0.381632,0.879223,0.00190816
50.0,0.315625,0.03,0.2,0.654375,0.0130558,72.4,0.7461840000000001,10.3064,0.000430575,1.77998,0.8553350000000001,243.65,0.00641107,1.28221,0.381004,0.897774,0.00190502
50.0,0.315625,0.04,0.2,0.644375,0.0128563,72.4,0.734781,10.1489,0.0005741,1.77998,0.86619,243.25099999999998,0.00648196,1.29639,0.382856,0.9077129999999999,0.0019142799999999998
50.0,0.315625,0.045,0.2,0.639375,0.0127566,72.4,0.729079,10.0702,0.000645862,1.77998,0.86619,245.153,0.00643166,1.28633,0.379885,0.9077129999999999,0.0018994249999999997
50.0,0.315625,0.051,0.2,0.633375,0.0126368,72.4,0.722238,9.975660000000001,0.000731977,1.77998,0.871293,246.222,0.00643288,1.2865799999999998,0.378307,0.911352,0.001891535
50.0,0.315625,0.055,0.2,0.629375,0.012556999999999999,72.4,0.717676,9.91266,0.000789387,1.77998,0.8711129999999999,244.24099999999999,0.0063955,1.2791,0.37614699999999995,0.9116,0.0018807349999999997
50.0,0.315625,0.06,0.2,0.624375,0.0124573,72.4,0.711975,9.833910000000001,0.000861149,1.77998,0.8711129999999999,246.197,0.00634469,1.26894,0.373159,0.9116,0.001865795
50.0,0.315625,0.07,0.2,0.614375,0.0122578,72.4,0.700572,9.67641,0.00100467,1.77998,0.872185,246.398,0.00624731,1.24946,0.367126,0.9116190000000001,0.00183563
50.0,0.315625,0.08,0.2,0.604375,0.0120583,72.4,0.6891689999999999,9.51891,0.0011482,1.77998,0.8721709999999999,246.4,0.00614575,1.22915,0.36116,0.911631,0.0018058
50.0,0.315625,0.09,0.2,0.594375,0.0118587,72.4,0.677766,9.361410000000001,0.00129172,1.77998,0.871142,246.2,0.00604038,1.2080799999999998,0.355257,0.9116219999999999,0.001776285
50.0,0.315625,0.1,0.2,0.584375,0.011659200000000002,72.4,0.666363,9.20391,0.00143525,1.77998,0.872175,246.39700000000002,0.00594248,1.1885,0.34922,0.911633,0.0017460999999999998
50.0,0.315625,0.15,0.2,0.534375,0.0106616,72.4,0.609348,8.41641,0.00215287,1.77998,0.8721620000000001,246.396,0.00543443,1.08689,0.319363,0.911682,0.001596815
50.0,0.315625,0.2,0.2,0.484375,0.00966406,72.4,0.552333,7.62891,0.0028705,1.77998,0.87215,246.396,0.00492627,0.9852549999999999,0.289501,0.9117200000000001,0.001447505
50.0,0.36875,0.02,0.2,0.61125,0.012195399999999999,72.4,0.697008,9.627189999999999,0.00028705,1.64677,0.840519,241.832,0.00586516,1.17303,0.35118299999999997,0.8795229999999999,0.0017559149999999998
